County	AMERICANINDIANANDNATIVEALASKAN	15-19YEARSOLD	COLLEGEDEGREE(PERCENT)	POPULATIONTOTAL	OTHERRACE	HISPANICORLATINOPOPULATION	HIGHSCHOOLGRADUATEONLY(PERCENT)	MEDIANHOUSEHOLDINCOME	PERSONSINPOVERTY	20-34YEARSOLD	ASIANANDPACIFICISLANDERPOPULATION	TOTALEMPLOYMENT	INCIVILIANLABORFORCE	35-59YEARSOLD	FEMALEPOPULATION	TOTALUNEMPLOYMENT	BLACKORAFRICANAMERICANPOPULATION	60-74YEARSOLD	75YEARSPLUS	WHITEPOPULATION	
NORTHUMBERLAND	497.2586	-892.9378	7.7192	-1682.3607	1535.4999	3120.6186	38.4534	40853.5022	-93504.6164	-2954.1300	425.3204	-2792.7981	-1945.5228	4277.3052	-3403.8610	1059.5575	2571.8206	556.4461	364.2580	-4715.8615	27.362883250000003
NORTHUMBERLAND	417.1007	-809.9273	6.7305	-794.4533	1397.6412	2925.3269	24.4990	37239.6863	-91820.3904	-1603.5079	361.1635	-3673.3510	-2603.3035	2455.5569	-2310.6009	1300.0645	2120.3266	1580.1859	-126.3174	-3232.1587	27.606869080000003
NORTHUMBERLAND	279.5910	-728.0151	5.6354	85.2581	1184.0443	2669.7961	-3.7870	33086.4148	-90166.3379	-350.5761	277.7172	-4572.3632	-3270.6355	521.3400	-1241.1574	1523.0842	1257.6259	2535.3701	-646.0473	-1771.6224	14.870178060000008
NORTHUMBERLAND	45.1537	-647.5709	4.4286	952.6983	855.0526	2337.2685	-60.7414	28337.6160	-88549.6208	806.3753	169.7723	-5485.7846	-3944.3948	-1522.1674	-199.9624	1728.9353	-380.0983	3422.4707	-1193.9535	-340.7162	9.480493430000003
NORTHUMBERLAND	-358.4786	-567.8069	3.0859	1816.2825	343.3627	1900.3473	-176.5715	22855.4798	-86954.1651	1885.0007	28.7826	-6422.7915	-4631.2001	-3701.9559	823.5012	1920.7718	-3520.1087	4254.2846	-1777.1323	1074.6733	13.682570050000002
NORTHUMBERLAND	-1050.9038	-489.0983	1.5986	2671.8953	-449.4449	1328.6550	-411.3624	16554.9929	-85387.2924	2885.6093	-154.5967	-7379.4411	-5327.9781	-6016.3174	1824.6687	2098.6598	-9519.9436	5030.3954	-2394.9689	2467.9629	10.663027940000006
CUMBERLAND	1411.9949	2164.4351	26.0344	58150.4783	3840.7685	9759.0785	13.2884	66972.2382	-173907.7997	-1035.6799	11214.8268	8381.2703	13497.3465	26897.9678	27443.1614	5164.2682	10653.2438	14866.7021	10033.6945	40642.1103	-8.492701869999998
CUMBERLAND	1291.3904	2000.2786	21.7545	51102.1175	3614.8680	9331.0673	9.0966	62728.4029	-179867.2041	1494.4497	10640.7566	7511.9132	12174.6167	21285.9389	24150.7281	4806.2536	9849.2989	14640.3838	8465.2787	35032.7583	5.425793209999995
CUMBERLAND	1102.7194	1833.4571	15.6856	43755.2168	3237.4430	8749.2064	4.0581	57911.9881	-186056.2894	3906.1363	9919.5543	6631.0093	10829.4279	15104.6237	20730.6188	4411.8079	8808.4145	14410.7195	6646.8696	29222.9921	1.1633663799999994
CUMBERLAND	808.8510	1664.8494	7.1195	36138.2601	2609.5056	7961.9016	-1.9676	52473.8636	-192449.3235	6192.0165	9017.9349	5743.2676	9468.8372	8331.8370	17196.9956	3979.4935	7467.2386	14178.9283	4549.3495	23238.0717	-5.433174770000001
CUMBERLAND	353.8383	1495.2563	-4.9029	28279.7880	1571.1511	6902.5169	-9.1365	46364.9668	-199020.9182	8348.5602	7896.7796	4852.9320	8099.2900	948.1280	13563.8448	3508.0470	5748.4932	13946.1150	2142.2952	17102.6540	-6.971556220000004
CUMBERLAND	-357.5844	1323.0276	-21.9406	20093.9884	-162.7725	5463.1816	-17.7477	39436.3360	-205841.1758	10402.6999	6489.1399	3951.3883	6707.4400	-7179.2514	9792.3556	2988.9673	3524.5409	13710.0212	-646.6408	10752.3269	0.7794538899999992
CUMBERLAND	-1465.6755	1148.9550	-45.9889	11607.2968	-3047.5722	3515.6448	-28.0464	31613.3475	-212886.1814	12349.6847	4729.3631	3042.8466	5299.6539	-16084.3154	5895.6903	2420.0535	658.9863	13471.7409	-3863.6561	4210.5486	-1.6865069700000035
LAWRENCE	410.6980	-952.9573	5.9602	-7627.5404	194.2871	1014.9049	34.1125	49837.4608	-91552.2210	-6190.0527	520.1923	1341.0014	1715.1339	4295.0021	-5101.5306	504.4058	2222.5856	-2405.2672	2069.5202	-8762.7482	20.63464243
LAWRENCE	364.5356	-928.1621	6.6262	-6984.3326	146.2489	957.5911	27.1254	46231.2440	-90841.6927	-4569.9067	486.7940	-72.9991	461.6675	2782.9165	-4714.7148	683.2873	1898.9690	-998.9936	1273.5064	-7854.0184	32.40001778
LAWRENCE	273.5306	-903.3223	7.2693	-6341.9120	70.7390	890.1604	15.0585	41984.2252	-90132.6821	-3073.9634	448.9313	-1548.9577	-837.9032	1178.7050	-4328.7450	853.0069	1535.9342	296.2941	380.0199	-6949.2242	26.299540619999995
LAWRENCE	94.8111	-878.5742	7.8871	-5703.7982	-47.4377	811.2277	-5.6954	37007.7891	-89429.0694	-1700.5799	406.2286	-3081.3208	-2178.0183	-514.1857	-3945.7333	1013.1277	1130.7875	1482.5419	-617.6861	-6053.2990	16.835366109999995
LAWRENCE	-253.8606	-854.0352	8.4776	-5072.9848	-231.2933	719.3088	-41.1691	31206.8176	-88734.1419	-445.4949	358.3115	-4664.4888	-3553.2291	-2291.8788	-3567.4686	1163.4904	680.9276	2563.9551	-1726.1398	-5170.3797	11.895889869999998
LAWRENCE	-940.9032	-829.4690	9.0476	-4443.3778	-520.1331	611.2331	-102.4013	24379.3822	-88041.1769	712.5433	304.0246	-6315.9134	-4978.0577	-4176.6195	-3190.2915	1306.0511	176.6004	3559.3066	-2969.5163	-4291.8910	10.79796615
LAWRENCE	-2290.1478	-804.9934	9.5951	-3817.9916	-972.1813	484.7225	-207.7145	16379.3477	-87353.4876	1775.7057	242.7980	-8030.4480	-6447.3386	-6165.5466	-2816.0050	1440.5490	-386.2285	4470.8673	-4357.9248	-3422.0134	8.478509249999995
PIKE	825.2261	4286.9805	11.7240	40030.3659	2071.7453	8257.1542	20.4948	47790.1963	-25448.3761	4367.1361	1255.3563	8458.2095	10367.4771	17984.9720	19816.2786	2099.1869	6466.5273	7409.4301	3195.2532	32463.7425	-5.632438289999996
PIKE	781.3011	3875.6006	10.1976	34231.6788	1966.3650	7898.3520	14.0300	43011.6646	-31188.1144	5037.2142	1194.2528	5784.2367	7515.0119	15410.1601	16923.8038	1938.1575	6244.5083	6663.5783	2862.0146	27217.7150	16.789456280000003
PIKE	683.6161	3337.4784	8.4972	27100.2765	1722.9396	7299.4671	4.2186	37405.2232	-38245.5158	5637.9813	1099.9244	2608.9352	4124.0265	11928.1107	13374.1677	1748.7548	5768.0932	5784.1680	2447.5363	20862.6788	14.498596929999998
PIKE	467.1530	2636.9320	6.6128	18373.1636	1162.6078	6304.0552	-10.6061	30860.7037	-46880.2249	6173.4897	954.9434	-1142.7311	113.1068	7241.2891	9039.5973	1527.1048	4749.5278	4752.5145	1934.5435	13202.4969	7.731194100000003
PIKE	-9.1921	1729.8974	4.5350	7749.6921	-118.1200	4659.6566	-32.8749	23260.5846	-57388.9746	6648.6726	733.4204	-5552.3633	-4606.4340	967.7152	3774.4455	1269.0578	2586.7041	3548.5246	1302.9926	4017.5409	3.0896063100000006
PIKE	-1068.0608	544.1265	2.2217	-5307.2749	-3075.2591	1916.4025	-66.6528	14349.3636	-70302.1882	7074.3943	391.6333	-10785.4273	-10213.4418	-7511.3502	-2682.9206	965.7354	-2052.2154	2129.8376	517.9614	-7102.1581	9.9665399
PIKE	-3414.4389	-999.5518	-0.3419	-21285.8468	-9882.1879	-2643.1848	-117.6899	3947.1040	-86101.4657	7453.8717	-133.6875	-16968.3708	-16845.5134	-18924.1311	-10568.2102	610.7700	-11970.1280	465.5482	-453.6584	-20505.5303	6.5898447499999975
BRADFORD	-19.0783	-495.9144	8.6208	1808.6490	1397.1890	821.1268	38.3362	36695.6445	-41500.8166	-4163.7674	128.1258	3762.5761	4158.3449	4304.7837	324.8206	691.4909	158.3049	4096.8502	1556.1714	273.3728	3.8497445699999986
BRADFORD	-84.7515	-520.8490	7.1542	1103.1730	1368.4131	766.8038	31.0636	32984.0338	-42189.8469	-3050.3827	77.5966	2495.6144	2904.2035	2890.3909	-1.9829	708.8124	105.8473	4034.8522	1220.1202	-307.9103	25.395881439999997
BRADFORD	-195.3031	-546.0652	5.4628	385.5539	1327.3829	697.3351	18.7962	28640.9569	-42890.6725	-2026.0966	13.7594	1159.5407	1586.0055	1355.2212	-334.0321	726.0511	32.1685	3972.0254	851.5416	-898.0480	21.093952839999993
BRADFORD	-380.6233	-571.4270	3.5222	-340.4489	1269.1470	608.9276	-1.8104	23584.7216	-43599.6198	-1089.1634	-66.4983	-241.8923	207.8891	-302.2704	-669.5758	743.1132	-70.8394	3908.7055	449.4034	-1493.9148	7.728034479999991
BRADFORD	-689.3786	-596.8129	1.3070	-1071.3985	1186.9591	497.0238	-36.2126	17728.5727	-44313.3316	-236.0549	-166.8603	-1704.6799	-1225.8219	-2082.9370	-1007.0200	759.9202	-214.0410	3845.1951	12.8413	-2092.6739	4.520050189999992
BRADFORD	-1208.8524	-622.4677	-1.2460	-1814.4220	1069.8382	354.0071	-94.2124	10880.4610	-45038.7655	548.2203	-293.5776	-3246.2273	-2731.7490	-4014.3797	-1349.6464	776.6353	-415.0566	3780.8796	-465.6620	-2700.1383	12.401253109999992
BRADFORD	-2079.6576	-648.2708	-4.1753	-2566.1258	903.6040	172.0008	-191.6386	2907.8497	-45772.6061	1265.6111	-452.8895	-4863.1854	-4306.1277	-6099.7191	-1695.8786	793.1792	-696.0900	3716.0594	-987.7339	-3313.5001	9.052733729999993
FAYETTE	721.8039	-2751.4151	-1.2348	-15711.8361	555.7918	1142.8177	43.5227	41291.1153	-143126.2431	-9650.0129	556.1270	-1291.7071	-439.6282	7442.2894	-11282.3880	1112.3186	4006.3278	-2544.1667	1496.2405	-18405.8749	30.737637760000005
FAYETTE	643.7707	-2428.6090	0.9329	-17010.5615	503.4832	1102.4167	36.7031	38494.1466	-144403.7254	-8325.9642	480.8958	-4622.9707	-3620.0572	4093.4759	-11771.6093	1333.5615	3743.3172	-883.8747	449.3581	-19539.2031	40.53113228
FAYETTE	512.4037	-2114.0884	2.8337	-18328.1646	419.6576	1058.0382	23.5041	35249.7985	-145699.7270	-7053.9177	376.0379	-8192.2581	-7000.1448	452.1111	-12266.6916	1546.4036	3464.9813	672.5875	-711.6242	-20688.0544	34.20548706
FAYETTE	292.1754	-1809.3428	4.4907	-19657.6424	285.9020	1009.5454	-1.9425	31505.6589	-147007.3587	-5838.6665	230.5619	-11996.3199	-10573.3193	-3486.5447	-12764.9740	1750.0193	3171.9970	2123.4523	-1992.4401	-21846.2989	23.928958
FAYETTE	-74.7638	-1515.4591	5.9289	-20992.6550	73.7530	956.8219	-50.6823	27206.9182	-148320.3841	-4683.1044	29.8655	-16030.5786	-14332.0333	-7725.5733	-13264.0702	1943.8970	2865.1070	3469.6365	-3398.3617	-23008.4036	18.55289365
FAYETTE	-692.1726	-1229.3182	7.1890	-22346.1466	-266.0372	898.9457	-144.9690	22223.7740	-149651.5332	-3573.7071	-249.7047	-20350.2156	-18324.0406	-12331.8781	-13768.7998	2130.2819	2540.5522	4730.7369	-4956.4955	-24185.6198	14.71175607
FAYETTE	-1727.2184	-952.0703	8.2876	-23711.8365	-808.2200	835.7040	-326.7474	16472.9769	-150994.6279	-2513.8429	-637.5700	-24953.9821	-22544.0904	-17314.2544	-14276.7921	2308.5873	2198.9167	5906.2786	-6675.4559	-25372.4611	10.693310200000006
LYCOMING	678.6123	-209.3429	10.9416	-4944.0917	490.1979	1803.7726	31.1959	43150.0542	-114260.4201	-6011.0761	771.2345	3907.0773	4687.8499	5057.3151	-3527.1897	1181.3969	4606.5445	882.4796	2489.3485	-8503.9280	6.453695929999995
LYCOMING	592.7040	-408.4816	9.9241	-5472.8197	414.1737	1746.7513	24.6678	40186.0362	-114042.0913	-4142.3657	694.2397	2961.8158	4005.8465	2626.0236	-3494.1109	1461.7164	3777.3933	1397.1967	1861.0395	-7966.6420	22.8899585
LYCOMING	467.6454	-613.4260	8.8136	-6006.8328	296.9583	1684.1421	13.9570	36844.9070	-113822.9797	-2393.1265	603.3404	1994.4961	3311.9630	7.0776	-3460.8682	1724.8370	2671.9771	1898.5177	1175.6778	-7428.9278	15.579000839999999
LYCOMING	286.4178	-823.2054	7.6081	-6543.2413	117.0263	1615.7572	-3.5416	33098.1302	-113604.2859	-764.9974	496.5665	1009.9692	2609.8302	-2799.1040	-3427.6435	1970.4163	1205.2255	2384.0787	432.0070	-6893.7345	7.6159675000000036
LYCOMING	25.2962	-1036.8945	6.3059	-7079.4720	-157.5559	1541.4370	-31.9572	28917.7274	-113387.0526	743.4120	371.7954	12.7656	1902.7694	-5791.0207	-3394.5956	2198.5643	-730.2904	2852.1605	-370.9135	-6363.5933	2.6023249499999963
LYCOMING	-354.6086	-1256.6642	4.8857	-7620.6917	-580.6779	1459.8873	-78.5540	24208.5088	-113169.1903	2154.3802	224.5850	-1007.0135	1183.8833	-9011.7243	-3361.4067	2412.5621	-3309.1662	3307.7419	-1246.1647	-5833.3947	9.220542190000003
LYCOMING	-905.1441	-1481.6187	3.3439	-8164.3390	-1230.1934	1370.8145	-154.6817	18927.5422	-112951.7435	3467.6589	51.6661	-2044.9330	456.4506	-12462.6848	-3328.2358	2612.2935	-6731.0179	3749.0011	-2195.8802	-5305.6820	4.516717150000005
CLINTON	124.3308	90.2314	12.2013	3057.3756	333.9261	639.5477	35.5946	43860.2248	-32042.5739	-43.7860	248.9736	1698.4417	1852.4954	2273.4085	987.0800	260.6651	1478.3437	341.7621	769.4796	1906.9614	15.718976300000001
CLINTON	104.8832	178.7927	10.6391	2768.3117	322.4712	608.5038	28.3392	40806.7042	-32299.7709	134.9074	219.2561	1036.6819	1312.1544	1650.8346	924.3729	405.9974	1448.5920	540.1795	547.0477	1672.4226	29.53164247
CLINTON	76.4571	265.5181	8.7639	2475.3863	299.7667	565.3269	15.5173	37290.9120	-32560.2938	310.6945	181.0835	343.1999	751.8524	986.8946	861.1160	538.8932	1412.0279	732.6604	301.8932	1435.0861	27.71758639
CLINTON	35.0949	349.9751	6.5242	2180.1649	254.9374	505.5532	-7.0500	33263.5389	-32822.7480	482.6668	132.2869	-379.6324	173.9807	282.5991	797.6530	659.7201	1367.3134	918.3428	33.1055	1196.2275	14.544674350000001
CLINTON	-24.7451	431.8346	3.8632	1884.0586	167.0055	423.2664	-46.5209	28673.7441	-33085.8780	650.1107	70.2457	-1129.3775	-419.1161	-460.8241	734.2882	769.0731	1312.9204	1096.6252	-260.1180	956.9911	7.574827050000003
CLINTON	-112.1621	511.9413	0.6710	1584.2021	-7.1969	308.8859	-116.2400	23392.4917	-33352.2283	814.7171	-9.3989	-1914.5339	-1033.7068	-1253.1145	670.4117	868.9964	1246.1141	1269.4525	-583.0841	715.0666	14.369732800000001
CLINTON	-239.3605	589.9527	-3.1417	1281.9952	-351.1560	150.5386	-238.9490	17342.7670	-33620.5530	975.7511	-111.2100	-2732.9207	-1667.5696	-2093.5616	606.3271	959.8452	1164.4163	1436.1756	-937.1844	471.5907	10.048631880000002
SCHUYLKILL	850.8192	-1573.6018	10.7543	-5949.5305	4395.9874	6764.8746	41.9810	49356.1065	-150517.4549	-8326.8189	814.6751	-1137.9397	-50.9189	12708.5300	-8043.5748	1478.7427	5069.5255	-4905.9039	626.4506	-13214.0734	13.513854469999998
SCHUYLKILL	800.7232	-1177.4237	9.8405	-5047.8839	4294.2625	6506.2608	35.4319	46068.9073	-147717.2240	-6696.4405	717.3363	-2396.4534	-913.3531	9767.2139	-6587.9943	1913.2209	4558.2588	-2306.5764	-306.9192	-11139.5584	29.086581449999997
SCHUYLKILL	723.9285	-794.7347	8.8137	-4146.6407	4105.1370	6133.2016	21.9924	42266.7432	-144953.9844	-5141.9376	598.8705	-3687.2159	-1791.4132	6606.9013	-5151.2432	2317.5123	3664.2444	65.1120	-1315.9559	-9082.2373	29.514426449999995
SCHUYLKILL	606.7241	-427.1376	7.6658	-3250.7411	3754.9108	5597.4961	-5.4835	37891.3491	-142242.2978	-3668.1005	455.4080	-5003.8859	-2680.5242	3229.2474	-3740.9045	2691.5766	2107.3523	2216.6815	-2401.0417	-7053.2012	18.803139839999993
SCHUYLKILL	428.8945	-75.6931	6.3890	-2364.4022	3110.5059	4832.6164	-61.2797	32882.1158	-139593.8160	-2277.2534	282.5873	-6340.4933	-3576.4907	-362.8445	-2363.0557	3036.0810	-587.0365	4159.6679	-3562.1209	-5061.5702	15.383599139999994
SCHUYLKILL	156.4416	263.5476	4.9551	-1479.0701	1913.0341	3729.8815	-175.7252	27091.8560	-136982.1327	-952.0694	72.3877	-7710.4185	-4488.0680	-4219.8224	-1003.9735	3356.4210	-5296.0912	5931.2175	-4816.4957	-3087.8122	16.899794889999995
SCHUYLKILL	-259.3774	589.4098	3.3521	-598.9873	-304.4668	2146.3759	-409.6982	20428.6325	-134419.1750	304.3485	-182.1648	-9107.8400	-5411.1182	-8342.0528	330.1242	3652.8106	-13496.7303	7538.3477	-6165.4103	-1141.1902	14.073478719999997
SOMERSET	357.0602	-1307.0142	9.7693	-1700.5842	605.6050	930.4578	42.4771	43790.5665	-76998.9572	-4399.1716	389.9891	-2833.3340	-2723.8779	-1980.0242	-4311.1182	437.4325	2540.8442	5521.4154	2159.6358	-4802.4704	21.903940579999997
SOMERSET	331.0474	-1184.5247	9.0752	-2412.3283	558.8525	849.3851	35.5283	40657.2458	-76894.0459	-3644.3634	359.7652	-3684.6372	-3372.9252	-3765.1884	-4137.4341	680.4073	2412.8612	4530.5203	1505.0893	-4945.1720	34.23249724
SOMERSET	285.6449	-1064.1145	8.3212	-3134.5367	459.8254	735.6277	21.5708	37026.7418	-76788.7017	-2920.7444	322.4547	-4562.1830	-4037.0415	-5703.1524	-3963.5450	905.4211	2051.7590	3406.9079	763.5374	-5088.9220	29.8923446
SOMERSET	206.7252	-946.4030	7.5064	-3863.3741	250.8480	576.7445	-6.3578	32841.5778	-76683.5018	-2230.9102	276.6230	-5461.8951	-4712.8929	-7795.9248	-3790.4048	1112.6148	1036.1009	2139.3605	-72.2590	-5232.9370	15.240848020000001
SOMERSET	70.3980	-831.8740	6.6304	-4595.3661	-187.1682	356.0827	-61.8722	28041.7696	-76578.9482	-1576.3558	220.6220	-6379.8646	-5397.3673	-10044.6403	-3618.8334	1302.5237	-1798.7216	716.7000	-1009.4968	-5376.5266	11.817337879999997
SOMERSET	-167.4228	-719.3675	5.6794	-5337.6123	-1114.5061	46.6398	-173.3251	22483.9023	-76474.0355	-949.2893	151.5332	-7325.4901	-6097.2563	-12484.2195	-3447.1778	1478.2684	-9793.9928	-895.4640	-2070.6299	-5521.0719	15.220062560000002
SOMERSET	-580.8093	-609.3824	4.6517	-6086.6713	-3071.4722	-385.5544	-396.3397	16076.9169	-76369.2664	-351.4997	66.6656	-8295.0013	-6809.5126	-15118.6772	-3276.2614	1640.0949	-32281.9746	-2714.1468	-3266.6235	-5665.8837	5.8736587900000075
MONTOUR	108.8541	-78.9182	15.0563	621.0979	76.0684	391.9056	22.7713	52335.5412	8937.5848	-1214.8837	333.0371	486.4251	734.9211	1427.8705	16.0561	223.0999	373.9146	738.7460	536.2266	34.4601	-1.6961206700000062
MONTOUR	103.6289	-113.9694	13.7992	423.9841	61.0830	374.6812	16.3971	48631.2563	8608.6959	-684.4144	294.2910	441.1293	665.7438	949.1755	-42.4897	206.8234	338.7283	744.3368	454.8191	-65.6745	15.220169899999995
MONTOUR	93.4105	-150.2953	12.4480	223.5690	39.9461	354.6486	7.5340	44374.8069	8271.3871	-217.7664	243.2778	395.3383	595.6346	421.6304	-101.7247	189.7255	284.2425	749.9450	368.0865	-166.9394	13.878234999999997
MONTOUR	73.5047	-187.7396	11.0034	20.9054	10.2695	331.4682	-4.7331	39508.8909	7927.3158	190.3411	176.4338	349.2990	524.9680	-156.7139	-161.3304	171.8609	200.2408	755.5400	276.1713	-268.7891	0.8064300099999997
MONTOUR	34.9813	-226.1492	9.4664	-183.0459	-31.1620	304.7835	-21.6161	33974.6679	7578.0424	545.6557	89.3239	303.2324	454.0816	-787.5744	-221.0213	153.2864	71.4965	761.0950	179.2436	-370.7353	-2.5054918700000073
MONTOUR	-40.3176	-265.9287	7.8154	-390.2714	-89.5673	273.7680	-45.0779	27619.5913	7220.0708	857.9928	-25.2966	256.6940	382.2894	-1482.3572	-281.3736	133.7877	-127.7537	766.6635	76.0445	-473.7618	4.79348847
MONTOUR	-187.0029	-306.9329	6.0502	-599.8218	-171.5694	237.8791	-77.5502	20354.5529	6854.9224	1131.1475	-175.4872	209.9034	309.9264	-2244.0431	-342.1036	113.4146	-434.9413	772.2189	-33.3210	-577.3831	2.399652449999998
SNYDER	255.6969	356.4127	9.6649	4633.9174	282.0639	833.4333	36.8373	41829.4809	-30482.6429	-1794.7508	255.6470	931.2936	1421.7927	3203.1394	2018.0443	509.6468	606.9353	2072.6972	1386.8631	3791.7200	-5.210043909999996
SNYDER	241.7169	381.7336	8.9618	4292.5164	258.3856	776.4062	29.9381	38357.8474	-30784.7962	-1122.0276	222.0715	569.0426	1095.6503	2401.0944	1851.2087	560.0715	552.3331	2031.3063	1201.2106	3560.7386	16.606342400000003
SNYDER	220.0125	406.9854	8.2066	3946.0241	224.2315	693.9004	17.4364	34375.0948	-31091.2949	-495.6052	174.8557	197.2707	761.9695	1532.0963	1681.9561	608.4938	474.1262	1989.2954	995.4314	3327.0039	13.74455253
SNYDER	186.4628	432.0298	7.3999	3596.2783	175.1910	575.0737	-5.1265	29829.3507	-31400.5087	84.3900	108.7640	-182.2070	422.4267	595.5152	1511.1862	654.7334	362.6211	1946.8873	768.5311	3091.7723	1.8557045600000066
SNYDER	134.9090	456.7502	6.5424	3244.9457	105.1767	404.9134	-45.5902	24667.5253	-31710.9625	618.9265	16.7711	-567.6781	78.5866	-408.8929	1339.7134	698.6819	204.5432	1904.2839	519.5980	2856.1706	1.135641800000002
SNYDER	54.9138	481.3860	5.6221	2888.6173	4.2446	158.8683	-118.8760	18749.5442	-32025.6657	1116.3181	-112.5193	-963.0114	-272.9613	-1496.4270	1165.8754	740.8558	-21.7425	1861.0719	243.8584	2617.9238	8.055410200000004
SNYDER	-68.7390	505.8195	4.6390	2528.9432	-140.6802	-195.4911	-251.1411	11995.0126	-32343.1568	1576.8455	-293.4973	-1366.5389	-630.6851	-2668.5399	990.4789	781.1284	-344.3740	1817.4514	-60.1831	2378.1512	4.511183630000005
PHILADELPHIA	21069.5249	16645.5739	15.2922	-63652.6956	60629.3083	155683.4570	21.5177	35846.3738	-1415732.2362	6291.9149	98958.5863	37035.0487	68758.2579	51773.2007	-50766.2977	35580.6672	70235.0206	-50049.1587	-20732.7284	-246222.1847	-17.08254251
PHILADELPHIA	19370.2802	15351.3132	14.2924	-36031.4538	50093.8750	142288.8757	16.5203	33631.9840	-1384205.6859	36696.8543	88751.3669	49044.7790	83884.5221	36366.8240	-36412.2373	38550.0080	54644.0856	-29044.4116	-22351.2257	-183582.0131	-5.528009470000001
PHILADELPHIA	16672.6518	14034.1452	13.2192	-8740.5240	37450.5125	126685.2692	9.6467	31198.1056	-1353149.4537	65069.5827	75874.8668	60885.6137	98750.4073	20312.2026	-22222.8308	41364.4063	38576.2338	-9947.0895	-24004.5224	-125139.0226	-0.6359813699999997
PHILADELPHIA	12408.5320	12700.9504	12.0734	18075.3044	22353.3316	108600.6059	0.2366	28536.9712	-1322725.5289	91395.6945	59710.2009	72495.4627	113279.5915	3671.9243	-8273.5428	44016.9267	22106.3184	7316.2280	-25684.2044	-70921.4128	-2.622587799999998
PHILADELPHIA	5708.4220	11358.0293	10.8561	44299.3290	4420.1868	87748.2160	-12.5741	25641.9107	-1293062.1882	115710.2430	39526.1903	83824.8985	127412.5292	-13491.3720	5374.6321	46505.2675	5306.0514	22850.6907	-27382.4632	-20855.4753	-3.93264984
PHILADELPHIA	-4922.5395	9992.2726	9.5503	70191.7988	-17087.5056	63472.3533	-30.1840	22461.9836	-1263861.6451	138383.4803	14079.4621	94987.2584	141292.5380	-31364.7714	18856.9052	48862.0968	-11996.3790	36964.2850	-29116.0544	25822.5188	-0.9588756799999985
PHILADELPHIA	-21726.8165	8609.8979	8.1562	95633.5127	-42769.4016	35336.4988	-54.2921	18985.1407	-1235255.6275	159421.2238	-17865.3877	105931.8682	154858.1751	-49890.1749	32111.0261	51083.3665	-29731.7656	49722.4854	-30877.3123	69125.7320	1.39379441
LACKAWANNA	1220.2615	-150.2804	24.3794	-4654.5067	11208.3188	24019.3419	23.6700	55120.3492	-197987.3400	-7596.6396	6583.1044	-1052.9190	1205.0511	13443.8245	-6787.0400	2540.2474	10110.5069	-5112.9684	385.7241	-21138.9202	-0.6545658000000003
LACKAWANNA	1137.7653	78.5474	21.3124	-2339.8109	10994.9928	23556.0488	17.3067	51814.8013	-195564.0345	-3843.8695	6386.5911	-1257.6169	1677.5513	9762.3465	-5181.9853	3309.8331	9593.4478	-1700.0961	-744.0267	-17811.8857	11.55268821
LACKAWANNA	1005.2090	305.1634	16.7369	-36.9594	10593.7789	22861.6716	7.7318	48026.3219	-193155.1468	-368.2686	6159.0037	-1463.8672	2150.5440	5835.6675	-3590.2654	4009.1929	8882.1844	1424.5212	-1950.0268	-14518.0354	14.196742489999998
LACKAWANNA	793.1284	528.3524	9.9414	2241.5138	9842.1650	21825.5817	-6.6118	43706.5828	-190773.7601	2832.3012	5896.7707	-1670.5464	2621.4348	1669.6912	-2020.4607	4641.0814	7908.3323	4268.8444	-3230.5907	-11275.0082	10.353892010000003
LACKAWANNA	455.8474	747.1225	-0.0930	4485.1375	8443.1869	20288.5847	-27.9741	38806.2246	-188430.7601	5766.0723	5596.1682	-1876.6634	3087.9950	-2728.3895	-479.6261	5209.4118	6582.3762	6846.1995	-4583.6263	-8097.1796	4.463395929999997
LACKAWANNA	-85.8104	963.6280	-15.0543	6715.7393	5813.3539	17986.2433	-60.1005	33193.5485	-186103.3090	8481.2195	5248.2549	-2084.2011	3554.7200	-7416.2717	1047.3504	5725.5083	4759.4662	9204.1707	-6027.0186	-4953.2244	10.386315150000001
LACKAWANNA	-952.4236	1176.8595	-37.2749	8922.7278	886.7565	14550.8878	-108.2268	26793.8052	-183802.4290	10981.5118	4847.3789	-2292.1703	4019.3710	-12389.8401	2553.3032	6191.8140	2263.5627	11350.6199	-7559.6519	-1857.7796	10.972166510000001
CLEARFIELD	269.2012	-1037.9846	3.0163	3122.4436	1614.1132	4629.8590	44.4521	38570.6088	-75771.2283	-3501.4469	769.3249	-1309.5293	-1227.8356	12958.9641	-2178.9319	149.5872	2730.3341	1629.9647	1714.9483	-452.7893	19.232540830000005
CLEARFIELD	226.5367	-931.8981	3.2609	1077.4930	1575.9374	4557.6739	37.5233	35334.3166	-77035.7443	-2939.7574	732.7059	-2842.5962	-2560.5547	9602.8675	-2713.5516	434.1556	2566.2338	1922.2494	1137.9148	-2000.3535	35.296966440000006
CLEARFIELD	158.8955	-827.1812	3.5017	-1033.1868	1492.7459	4455.4802	23.3359	31569.8422	-78328.3019	-2394.1246	687.9305	-4455.0170	-3949.2847	5594.2071	-3258.2703	696.9229	2196.5999	2208.8877	492.5384	-3587.7588	27.897197910000003
