County	AMERICANINDIANANDNATIVEALASKAN	15-19YEARSOLD	COLLEGEDEGREE(PERCENT)	POPULATIONTOTAL	OTHERRACE	HISPANICORLATINOPOPULATION	HIGHSCHOOLGRADUATEONLY(PERCENT)	MEDIANHOUSEHOLDINCOME	PERSONSINPOVERTY	20-34YEARSOLD	ASIANANDPACIFICISLANDERPOPULATION	TOTALEMPLOYMENT	INCIVILIANLABORFORCE	35-59YEARSOLD	FEMALEPOPULATION	TOTALUNEMPLOYMENT	BLACKORAFRICANAMERICANPOPULATION	60-74YEARSOLD	75YEARSPLUS	WHITEPOPULATION	
BEAVER	-2868.7647	-1138.9727	-8.0270	-11971.9200	-1069.5663	1032.1145	-172.4627	12350.1348	-170370.7829	6086.2721	213.9965	-13673.5083	-11479.7242	-18799.8193	-6713.1674	2486.8422	-244.6093	5470.6948	-6372.1561	-11524.6181	5.017785120000006
JUNIATA	153.3713	254.9861	6.2275	5577.8017	534.7997	843.8068	46.5739	42164.2464	10477.5048	-725.6432	101.5282	1738.4794	1741.3010	3016.5197	2621.7108	9.2901	360.5091	1531.4510	972.3192	4918.2925	16.270093540000005
JUNIATA	142.4312	218.2183	6.2675	4741.5062	521.0035	798.1120	40.0005	38934.9015	9670.3918	-570.1595	80.7135	898.2442	989.9508	2433.9761	2243.2200	149.7500	343.8578	1424.6984	866.3661	4174.0506	31.868763820000005
JUNIATA	123.2920	180.2771	6.3075	3865.9355	478.7892	695.1730	25.5402	35254.5797	8825.8624	-419.0886	47.2237	-24.7116	177.7497	1790.9325	1848.6895	270.2064	314.5127	1313.0457	750.9303	3398.1662	27.433765560000005
JUNIATA	89.9459	141.3362	6.3474	2954.1574	350.0054	464.1027	-6.1556	31081.8349	7946.9190	-273.1219	-6.4290	-1033.2291	-695.6008	1084.8093	1439.6484	372.8972	263.0080	1196.8940	625.8239	2593.6377	12.274359400000009
JUNIATA	32.2091	101.5630	6.3870	2009.3098	-39.7667	-50.9758	-75.1510	26374.8620	7036.6236	-132.7501	-91.8687	-2129.7313	-1630.0469	313.3040	1017.6288	460.0560	173.1745	1076.6517	490.9117	1763.4716	7.740010670000004
JUNIATA	-68.7469	60.5482	6.4265	1020.7548	-1231.9624	-1210.8002	-226.8612	21014.0209	6084.7698	3.5425	-229.2635	-3333.3924	-2639.5035	-537.7679	578.0216	534.7467	14.9394	950.9749	344.0222	898.5934	13.08848132
JUNIATA	-244.6417	18.4527	6.4658	-8.6799	-4869.0144	-3814.2931	-559.3959	14935.9052	5094.1286	135.2302	-449.3783	-4648.6376	-3724.9605	-1472.3261	122.2459	598.4215	-262.7857	820.2339	184.8269	1.7857	7.170732940000008
FOREST	30.8077	45.4888	0.0469	5571.3278	1313.3059	1488.4740	42.7309	38785.5537	14161.0758	3358.2184	21.9722	-0.1458	-38.0339	2297.0623	376.1673	-33.7672	7399.6513	916.0926	233.4839	2216.0664	13.969885430000005
FOREST	24.6277	12.1497	0.2093	5514.7146	1307.5247	1479.1124	35.8381	35944.0522	14092.5193	3453.6665	20.0314	-119.5348	-167.3394	2199.4007	370.2097	-41.7395	7382.0058	913.3139	211.4423	2199.4027	32.73571879000001
FOREST	14.2200	-23.9754	0.3698	5457.1144	1298.9543	1465.3061	20.9887	32640.1025	14022.5432	3538.5436	16.5256	-248.1381	-306.3483	2094.4793	364.2039	-50.0740	7355.9061	910.5113	187.9677	2182.5881	29.114421320000005
FOREST	-3.2340	-62.9133	0.5274	5398.8286	1286.3058	1445.0361	-10.8848	28817.9639	13951.5057	3613.5818	10.2186	-385.9352	-454.9985	1982.3548	358.1826	-58.7405	7317.4747	907.7001	163.0997	2165.7138	10.043231000000006
FOREST	-32.3260	-104.6744	0.6816	5340.1328	1267.7465	1415.4477	-78.8326	24419.0907	13879.7385	3679.6234	-1.0564	-532.8521	-613.1724	1863.1252	352.1747	-67.7083	7261.2113	904.8939	136.8854	2148.8609	9.038661670000003
FOREST	-81.2936	-149.8954	0.8338	5280.4545	1240.2482	1371.8358	-225.1469	19307.5750	13806.5351	3738.3079	-21.4123	-691.0030	-783.1031	1735.1176	346.1224	-77.0773	7178.0381	902.0655	108.9854	2131.8670	14.747333130000008
FOREST	-163.4141	-198.6372	0.9834	5220.0658	1199.6654	1307.8065	-539.2041	13394.3731	13732.2215	3790.1898	-58.0336	-860.4598	-964.8199	1598.3220	340.0545	-86.8195	7055.5668	899.2285	79.4294	2114.8129	10.277454320000004
LUZERNE	2433.0555	634.7410	12.8198	-7380.3739	40560.5298	66758.1764	27.1290	52343.4135	-317378.1761	-15799.6670	4800.7775	-2151.6463	1777.3063	21906.0223	-10806.1857	4569.0149	18439.1288	-7819.2824	1029.4990	-37871.8124	8.283739860000004
LUZERNE	2309.6717	1047.0750	11.6312	-3792.8430	40278.1086	66249.4458	20.6388	48898.6467	-313297.1372	-10238.0722	4503.5278	-2703.1492	2355.0858	16312.0833	-7769.8116	5880.0223	17742.7750	-2796.1172	-659.8432	-33096.2792	19.532223260000002
LUZERNE	2103.7867	1453.9214	10.3239	-224.9803	39829.4002	65597.4968	10.3047	44901.9217	-309246.2135	-5084.7186	4140.5601	-3259.7796	2933.9299	10347.9676	-4770.1653	7066.6145	16911.4132	1816.7146	-2463.2666	-28365.5482	20.991102360000006
LUZERNE	1761.6797	1853.1373	8.8935	3303.8126	39119.5726	64766.0485	-6.0788	40288.3877	-305247.3124	-336.8292	3699.5413	-3818.5188	3510.6636	4022.9441	-1823.1499	8134.4124	15923.8442	6028.5055	-4378.2589	-23705.0162	14.537117740000006
LUZERNE	1196.6848	2243.0092	7.3362	6777.3557	38003.3627	63711.3922	-31.8983	34990.1975	-301318.5324	4017.4099	3166.5080	-4376.6864	4082.5503	-2651.7849	1058.4266	9090.9484	14756.8254	9856.5423	-6401.6991	-19135.4466	10.545020230000006
LUZERNE	254.4014	2627.4257	5.6245	10229.4698	36230.8995	62360.6483	-72.9874	28847.0011	-297421.4398	8049.1466	2516.0333	-4939.6573	4655.0964	-9763.4653	3903.1752	9956.0823	13364.4242	13369.3485	-8560.3425	-14611.8792	13.337846610000007
LUZERNE	-1311.3359	3004.6323	3.7516	13643.7817	33426.9774	60638.0080	-138.1299	21755.7338	-293574.3941	11763.6676	1725.6832	-5504.7611	5225.5552	-17305.4963	6698.0107	10734.6044	11710.4004	16576.7502	-10852.5304	-10155.4366	11.424394080000006
BUCKS	390.8873	7627.3052	29.0807	110447.3985	11409.0794	32764.7944	6.8032	75562.9482	-524114.8823	-38175.3935	24162.6255	14595.1425	24640.8628	77374.7346	57456.9607	11037.6912	8335.8092	43188.2721	30516.6157	49113.9664	-12.251979470000002
BUCKS	65.6341	6243.5545	24.2707	88926.9096	10342.6450	31109.8618	4.1819	69917.1743	-545617.8758	-26455.5806	21944.2818	3906.8298	13983.4288	58148.8826	46145.1302	11214.1750	6206.4105	41967.2061	26743.8861	32395.5838	9.677244989999998
BUCKS	-488.0070	4797.8638	17.3883	66413.1793	8767.4930	29115.0391	1.2564	63464.9585	-568126.4528	-15699.9562	19071.8942	-7231.8378	2897.7108	36603.6349	34294.7036	11389.6640	3752.1338	40714.3464	22281.7990	15031.0007	5.9991634000000005
BUCKS	-1426.4885	3295.5630	7.5853	42986.6292	6451.3893	26722.5150	-1.9916	56128.9108	-591561.3684	-5885.6676	15370.5086	-18777.4872	-8571.5075	12584.1988	21946.5429	11563.2044	937.8519	39435.8239	17030.9794	-2907.7231	1.4523371199999957
BUCKS	-3007.5326	1742.0486	-6.2983	18729.2043	3065.4094	23868.0103	-5.5795	47830.4752	-615841.6439	3028.7462	10626.6894	-30686.6993	-20379.7518	-14058.3754	9142.5753	11734.0012	-2272.7262	38137.4187	10884.0314	-21349.4588	-0.5611899400000055
BUCKS	-5697.3569	120.0889	-26.1525	-6630.6938	-1932.9549	20429.4032	-9.5811	38352.7983	-641240.2739	11203.8929	4487.9384	-43089.3364	-32654.2329	-43895.6771	-4262.0089	11903.7181	-5970.7634	36806.1118	3618.5062	-40491.0621	2.662482560000001
BUCKS	-10256.9001	-1565.3832	-54.4317	-33018.8095	-9282.5500	16305.2522	-14.0238	27576.8584	-667684.1824	18663.5481	-3422.5137	-55945.1378	-45353.3385	-77159.4004	-18229.6039	12071.5505	-10211.2465	35447.5352	-4931.2963	-60265.5614	-1.0379287900000023
CAMERON	26.6832	-116.5364	5.8998	-1333.4240	-2.4923	10.7912	43.3554	50762.9318	58.1830	-617.2079	26.0391	-377.3536	-348.6199	63.8010	-696.5589	44.7978	20.4862	-27.2758	119.9002	-1343.5195	7.492104350000005
CAMERON	23.7904	-137.5557	5.4075	-1357.6110	-4.3393	7.3024	36.2162	47047.5750	29.2657	-519.3302	24.7781	-356.1605	-334.3552	-46.0786	-702.9170	40.5561	15.8825	27.3261	60.5930	-1362.9652	28.88850017
CAMERON	20.2812	-159.8484	4.8895	-1382.0308	-6.9740	-1.9522	22.4507	42601.9761	0.0447	-429.3625	23.2232	-335.0362	-320.0899	-163.7645	-709.3235	36.2004	7.4942	79.2475	-7.5027	-1382.5827	22.801901830000006
CAMERON	16.0451	-183.3657	4.3473	-1406.5512	-10.7151	-26.4213	-3.9879	37309.2453	-29.3223	-347.1382	21.3153	-314.0961	-305.9022	-289.1436	-715.7435	31.7520	-7.7288	128.3426	-85.2894	-1402.2655	11.113709110000002
CAMERON	10.9584	-208.0530	3.7827	-1431.0545	-15.9971	-90.6348	-54.4366	31040.7991	-58.6944	-272.3346	18.9866	-293.4374	-291.8590	-422.0593	-722.1464	27.2309	-35.1799	174.5491	-173.6925	-1421.9192	6.230991590000002
CAMERON	4.7914	-234.2184	3.1890	-1455.7768	-23.5275	-260.8989	-151.6607	23545.0263	-88.3547	-203.6256	16.1169	-272.8600	-277.8248	-564.3232	-728.5936	22.5915	-85.1728	218.4563	-275.1305	-1441.7329	13.758886780000005
CAMERON	-2.6528	-261.8212	2.5677	-1480.6010	-34.2202	-711.0781	-338.3935	14620.8952	-118.1632	-140.8303	12.5958	-252.4621	-263.8670	-715.8869	-735.0544	17.8533	-175.8989	259.9734	-391.0047	-1461.6127	8.312771980000008
FULTON	81.0736	-96.3342	2.6993	1465.1641	86.3044	188.4841	48.7256	49295.6091	-9999.0274	-957.5896	33.7585	341.6487	677.4905	1305.2206	587.3120	398.9489	218.7520	1181.4175	439.5048	1323.9512	17.67120077
FULTON	67.5814	-40.5893	4.0966	1298.5165	83.9981	181.8841	42.3917	45567.1576	-10167.2059	-784.0582	29.0710	-37.6216	281.6269	1018.8976	526.9516	381.5026	221.6113	1118.2285	382.2535	1150.3550	33.16818841
FULTON	43.8707	12.5310	5.3490	1128.9205	80.0660	173.7247	28.9156	41195.0448	-10338.3979	-619.4111	22.9279	-442.8151	-140.6686	710.9362	465.7310	363.2411	224.4210	1052.4022	319.9623	973.5716	29.34865473
FULTON	2.3723	62.8659	6.4652	957.2620	73.3899	163.6872	0.3494	36094.0922	-10511.7101	-464.0727	14.9156	-873.4075	-588.7696	381.4521	403.9762	344.2288	227.1666	984.1969	252.5438	794.5206	13.081631040000005
FULTON	-69.8048	110.3392	7.4554	784.3523	62.1249	151.4046	-59.7928	30173.5162	-10686.3243	-318.1977	4.5223	-1328.7344	-1061.9101	30.6852	341.9817	324.5313	229.8368	913.8707	179.9390	614.0461	7.997613619999996
FULTON	-196.5818	155.5455	8.3423	608.5035	42.9289	136.2296	-187.6915	23235.2535	-10863.9459	-179.8890	-9.0902	-1814.8590	-1566.3059	-346.3398	279.1467	303.9274	232.4588	840.6588	100.9949	430.3834	10.481497399999995
FULTON	-418.4660	198.3813	9.1327	430.5161	10.3373	117.5616	-458.8066	15140.3688	-11043.7674	-49.3998	-26.8447	-2331.4554	-2101.5241	-749.7142	215.7634	282.4762	235.0210	764.8009	15.5529	244.3650	6.3861011099999985
HUNTINGDON	177.8007	-585.0755	4.9280	2160.6995	476.2512	732.7738	46.7959	46076.8439	-31832.0240	-2837.3044	297.9281	578.1078	466.8118	3479.6076	307.2148	25.2496	793.3183	2421.1445	1009.9320	1013.8714	8.99247625000001
HUNTINGDON	160.3980	-444.8121	4.6944	1602.1739	433.1828	650.7730	40.0138	42621.4810	-32231.8380	-2427.4228	273.7451	-540.5929	-479.5599	2531.9066	137.8366	261.1162	621.7942	2363.2477	884.8000	663.8159	27.379228160000004
HUNTINGDON	136.4711	-309.3420	4.4546	1033.4239	343.4587	528.3987	27.0092	38597.7199	-32637.9146	-2031.0998	241.5951	-1739.7850	-1478.4660	1509.4858	-33.8337	472.1540	433.9050	2304.4373	752.9306	308.8849	23.023434480000006
HUNTINGDON	103.7275	-179.2311	4.2099	457.4094	157.2327	346.5876	2.1700	33935.8526	-33048.1077	-1650.0234	199.0563	-3018.4525	-2527.1960	412.2767	-206.8796	659.8828	229.1674	2245.0240	614.7034	-49.0296	8.325909710000005
HUNTINGDON	59.1680	-54.8536	3.9612	-123.1534	-226.6854	78.0349	-44.9656	28562.4674	-33460.4668	-1285.3263	143.0802	-4375.1288	-3622.8382	-759.3575	-380.4740	826.1237	7.1843	2185.2901	470.5213	-408.2188	6.400909179999999
HUNTINGDON	-2.0607	65.1895	3.7060	-713.9406	-1026.1244	-322.5166	-135.3036	22309.1650	-33878.9986	-932.9401	68.7075	-5828.4516	-4778.5259	-2022.5288	-556.2973	974.7568	-235.8182	2124.6550	318.6781	-772.1616	10.847663090000005
HUNTINGDON	-85.8514	180.4836	3.4456	-1312.2738	-2685.3923	-917.6146	-307.8514	15064.1858	-34301.7733	-594.1103	-29.6977	-7378.0923	-5991.8575	-3378.0991	-733.5294	1106.9735	-500.6111	2063.3983	159.5140	-1139.1638	5.639189529999996
DAUPHIN	2446.9307	5716.1008	8.9951	43523.4522	8008.8205	22205.1905	16.7793	59459.1917	-214308.6812	-5968.9011	12449.1145	2043.8827	8035.8255	27406.4645	20477.1413	6397.1569	26379.8563	19253.3668	4423.2347	8929.5494	-11.263187639999998
DAUPHIN	2246.5808	5420.4501	8.7588	38092.0881	7103.3657	20847.6386	11.3652	55785.0512	-218925.3458	-1802.4014	11576.1409	2982.0833	8676.2261	20839.8384	17830.2270	6181.9673	22865.1726	25428.5186	3337.4208	8125.0514	0.5255620599999986
DAUPHIN	1901.3898	5117.1237	8.5188	32504.7870	5910.0043	19149.6669	4.1693	51633.1093	-223660.0728	2090.2844	10390.1524	3918.6685	9317.1177	13624.6468	15111.4297	5957.3345	18969.2480	30494.2227	2159.7347	7312.7938	-1.269366599999998
DAUPHIN	1309.1027	4807.6070	8.2762	26788.1452	4344.6830	17036.3067	-5.3494	46965.4218	-228489.5898	5706.5261	8786.4682	4848.5102	9954.9852	5738.2949	12333.9064	5724.1025	14673.2140	34624.6986	889.1271	6497.1771	-6.774668800000001
DAUPHIN	299.1267	4493.3001	8.0324	20967.4741	2302.6749	14419.9435	-17.8716	41744.5227	-233391.9908	9050.4640	6629.9898	5767.2558	10586.8125	-2838.5530	9510.1100	5483.1226	9959.7661	37978.0748	-474.9234	5682.1139	-7.365285549999996
DAUPHIN	-1440.0991	4171.0524	7.7848	14983.7546	-387.0181	11149.5128	-34.5050	35848.4956	-238416.3421	12172.4198	3702.0062	6683.7875	11218.6890	-12256.3193	6611.5980	5231.7372	4738.4630	40726.8850	-1953.4100	4859.7532	1.6538072199999974
DAUPHIN	-4424.3046	3842.2283	7.5346	8861.5177	-3915.0640	7079.0102	-56.5077	29220.0763	-243541.2817	15072.6659	-257.1900	7593.7200	11847.5840	-22550.1304	3650.4782	4970.7284	-1019.0652	42968.2111	-3548.5517	4033.9916	0.17808979000000136
DELAWARE	4514.8679	10297.4535	22.2758	17204.4148	6947.2230	20218.7644	7.6314	68167.4666	-528989.3822	-29399.7206	29977.0769	6135.6234	16232.2955	44229.8975	6850.1258	10633.4576	87172.9948	-11762.0224	8365.1962	-84598.9384	-22.76619395
DELAWARE	4177.6952	9069.7850	18.6256	15927.9586	6139.7209	19406.5750	4.7282	63716.7038	-529691.7547	-15060.8481	27030.9444	5064.9637	15395.6108	32121.4077	6257.2148	10869.9588	79621.4406	-4499.0363	5056.7613	-73788.3047	-3.6285831
DELAWARE	3613.7354	7793.9889	14.1831	14641.4818	4931.0815	18473.7480	1.4523	58684.0942	-530398.9292	-2138.3681	23102.7904	3984.0420	14551.7914	18975.6705	5659.8059	11103.8271	71051.3031	2153.5550	1398.2050	-63164.9740	-2.2762391799999975
DELAWARE	2674.4075	6475.3096	8.8032	13351.9877	3130.0941	17407.8431	-2.2251	53022.9046	-531107.0476	9440.4080	17890.0801	2898.7151	13705.4232	4778.9269	5061.1531	11333.8168	61375.2306	8212.1562	-2626.4347	-52783.4414	-5.480316449999997
DELAWARE	1119.4144	5118.9351	2.3225	12065.6605	462.0074	16196.0981	-6.3323	46686.9136	-531812.7163	19768.2237	11010.7215	1814.1899	12860.5663	-10476.6502	4464.1273	11558.9190	50505.9991	13704.6124	-7031.5842	-42686.1911	-5.1407498099999955
DELAWARE	-1480.1177	3710.3397	-5.5600	10770.1246	-3529.2512	14805.2617	-10.9638	39527.2589	-532522.7218	29069.1108	1843.7511	720.0203	12009.0894	-27028.1174	3862.9851	11781.3612	38178.6539	18731.8540	-11899.7276	-32770.7771	-1.6296912299999988
DELAWARE	-5809.8820	2254.3973	-15.1057	9471.5501	-9476.6059	13216.0075	-16.1630	31473.3531	-533233.6751	37402.8741	-10320.9349	-378.6085	11155.0405	-44902.8803	3260.5913	12000.1142	24260.5242	23310.2281	-17254.9883	-23081.0483	-1.6367248199999977
ARMSTRONG	156.2699	-1349.9822	-6.9050	-6880.2290	91.4287	259.9885	43.0161	47445.2672	-65483.5891	-5928.8648	262.5126	2074.1144	2021.0024	4131.0132	-5777.5479	-9.1707	313.5493	-123.0874	993.1440	-6994.0230	29.462404459999995
ARMSTRONG	122.8011	-1195.7144	-0.2101	-6444.8328	70.2256	217.1194	36.2282	44364.1100	-65111.8661	-4470.3110	237.4143	1291.4503	1483.6372	2568.5001	-5388.8385	292.3225	254.9589	546.0747	604.3392	-6507.7028	42.07847475
ARMSTRONG	66.1800	-1045.1082	4.7274	-6009.6386	37.1598	161.6751	21.9816	40821.2030	-64740.0170	-3140.7058	203.4804	483.0658	934.1344	880.2892	-5001.9706	564.0286	189.7084	1180.5424	184.5333	-6021.9798	31.402042439999995
ARMSTRONG	-29.2093	-898.8926	8.3458	-5577.0320	-14.1810	90.3120	-7.8091	36768.1667	-64370.0810	-1935.6062	157.8159	-347.3795	375.2667	-934.1105	-4619.0516	807.4769	117.4183	1778.7279	-266.3540	-5539.5149	17.72307737
ARMSTRONG	-188.9258	-757.6088	10.9866	-5149.0489	-93.4262	-1.0437	-69.6828	32155.2525	-64003.8047	-848.3278	96.7054	-1196.3507	-190.3829	-2874.4622	-4241.8454	1024.6186	37.7321	2340.0858	-748.2234	-5062.5717	13.416187069999992
ARMSTRONG	-458.9854	-619.7746	12.9328	-4721.5590	-216.9401	-119.1260	-199.4859	26854.4401	-63637.6564	142.1114	14.1301	-2072.6271	-768.4151	-4969.5184	-3866.6853	1220.1651	-50.9541	2871.9625	-1268.1697	-4586.5424	13.004610579999998
ARMSTRONG	-913.9538	-485.9586	14.3589	-4296.6109	-408.7184	-271.1115	-470.9130	20790.3847	-63273.3918	1039.8049	-96.9904	-2972.8170	-1356.2984	-7221.1738	-3495.3547	1395.3745	-149.2083	3373.4235	-1826.6114	-4113.7063	6.23144782
UNION	428.4105	247.8865	6.3761	11811.4235	1770.8232	2433.9815	28.6293	40854.3309	-26976.0814	931.5133	636.0211	1746.7500	2205.6401	6500.4141	4056.9176	415.5243	3270.6434	2740.1271	1765.6807	7010.2496	-10.240515330000001
UNION	398.2250	198.1151	6.1794	9772.7392	1712.4694	2181.7511	22.7431	36588.7548	-27827.9227	663.8552	529.9094	1900.0948	2306.4363	5244.8938	3633.0798	379.2643	2796.0574	2606.1272	1503.6736	5791.0539	8.93715709
UNION	354.0927	147.3305	5.9794	7604.7130	1614.6943	1813.5763	14.5916	31599.4549	-28708.3956	386.7834	368.2779	2052.8995	2407.2171	3825.2641	3196.4708	341.3063	2045.0164	2466.8571	1205.3169	4521.5377	4.769440660000001
UNION	289.8606	95.7935	5.7771	5311.3971	1451.5536	1278.5860	3.3555	25793.2050	-29613.5542	101.5125	123.1639	2204.3297	2507.4300	2228.3481	2749.1354	301.7839	861.6200	2322.8880	867.3127	3206.7273	-3.882366850000004
UNION	196.9102	43.7449	5.5735	2897.4857	1181.0102	505.6521	-12.0461	19071.0680	-30539.5768	-190.7743	-246.3789	2353.6830	2606.6028	441.1139	2293.0299	260.8335	-991.9368	2174.7853	486.3405	1851.6366	-3.2864362000000042
UNION	61.0900	-9.3269	5.3666	332.1407	727.9380	-621.9422	-33.3626	11213.4151	-31496.0761	-493.1362	-808.9623	2502.4076	2705.6921	-1578.4219	1823.4995	217.9944	-3923.6308	2020.9616	52.7941	441.5688	4.390595609999998
UNION	-136.5887	-63.1852	5.1574	-2381.4548	-28.0272	-2260.4352	-62.7457	2069.1470	-32479.3926	-804.4456	-1662.1191	2649.7945	2804.2231	-3850.1615	1342.4341	173.3896	-8543.0271	1861.9479	-438.3648	-1018.8077	-0.022744180000003666
